author,autism,coords_from,country,id,label,lang,location,measl,mood,mump,published_at,response_id,retweeted_id,state,text,vaccin,vax,vaxin,x,y,zip
BuleSteve (Steve Bule),0,,,563367187369304064,1,en,,0,-2,0,2015-02-05 16:02:58 UTC,,,,"Researchers looking into a vaccine for ignorance. Saying ""we have a lot of subjects but doses maybe to high to implement"". #vaccinatekids",1,0,0,,,
Fibby1123 (Brittany G),0,location,us,563367438599720960,1,en,"Salt Lake City, UT",0,1,0,2015-02-05 16:03:58 UTC,563365902058803201,,ut,"“@sethmnookin: Mississippi, a leader in vaccination rates, stands by its strict rules: http://t.co/Qn8C19J4t8”  Miss. is good at something!",1,0,0,-111.888229,40.759505,84111
familiarwldrnss (Erin),0,,,563368634756911104,0,en,,0,5,0,2015-02-05 16:08:44 UTC,,563367124048310272,,RT @rkhamsi: I can't help but retweet @cwillyard's excellent story about how the #Lyme vaccine got pulled from the market in 2002 http://t.…,1,0,0,,,
Kane88Heart (LanaKaneHawksCzar ),0,,,563381574666694656,1,en,,0,0,0,2015-02-05 17:00:09 UTC,,,,Vaccines—Calling the Shots http://t.co/SrXAbJJyXg,1,0,0,,,
1ShadyPete (Peter S),0,location,us,563387113375154177,1,en,"Phoenix,AZ",0,0,0,2015-02-05 17:22:09 UTC,,563386645915779072,az,RT @Conservative_VW: The Vaccination Tree ...  #ConservativeVW http://t.co/NcIRCcQQjQ,1,0,0,-112.075774,33.44826,85003
medical__health (Medical Health Info),0,,,563388912253423616,0,es,,0,-3,0,2015-02-05 17:29:18 UTC,,,,#health Flu vaccine is ‘barely effective’: This year's seasonal flu vaccine is barely able to prevent the main... http://t.co/M3qHerdidG,0,0,0,,,
movievideo1 (#MONEY #FOREX GOO),0,,,563394524261523456,0,en,,0,0,0,2015-02-05 17:51:36 UTC,,,,#ios #ipad #iphone California Lawmakers Aim to Limit Vaccine Exemptions - Education… http://t.co/LchtcjBh9c #app http://t.co/GIwiZCUEYU,1,0,0,,,
AllHeatlyTech (All Heatly Tech),0,,,563395243383750656,1,en,,0,3,0,2015-02-05 17:54:28 UTC,,,,Adult vaccination rates in the US are pretty low-Vaccinations arent just for childhood theyre also important to ..http://t.co/vFT2IzfGXX,1,0,0,,,
cityofazusa (CityofAzusa),0,location,us,563407822923104256,1,en,"Azusa, CA",0,0,0,2015-02-05 18:44:27 UTC,,563407708695457792,ca,RT @LANow: DATABASE: Look up vaccination rates at California child-care centers http://t.co/fVc6IwYmJI http://t.co/bGSMGZAsWj,1,0,0,-117.905879,34.13361,91702
HoneyBadger253 (Honey Badger),0,,,563413494880423936,-1,en,,1,2,0,2015-02-05 19:06:59 UTC,,563154324046745601,,RT @glutenfree123: Johns Hopkins- immuno compromised stay away from people with a live vaccine like measles. #cdcwhisteblower http://t.co/I…,1,0,0,,,
reducebellyfatx (HowToReduceBellyFat),0,,,563413524982931457,1,en,,0,0,0,2015-02-05 19:07:06 UTC,,,,Anti-vaccine doctor now under investigation - WDIV Detroit http://t.co/P7b7RZ0pSC,1,0,0,,,
kncpharmacy (Kncpharmacy),0,location,us,563420057246527488,1,en,USA,1,2,0,2015-02-05 19:33:04 UTC,,,,Measles Outbreak Sparks Bid To Strengthen Calif. Vaccine Law http://t.co/GVAIq0XcO6,1,0,0,-98.58,39.83,
Jamiesanssuchan (James Suchan),0,location,us,563424547995930626,1,en,Windsor Detroit,0,-2,0,2015-02-05 19:50:54 UTC,,563345155517071362,mi,RT @Politics_PR: It’s not just climate change: Some #GOP leaders disregard the #science on #vaccines too http://t.co/hAjUkBEgw8 http://t.co…,1,0,0,-82.920144,42.39945,48224
AviWoolf (Avi Woolf),0,location,il,563431585450430464,1,en,Israel,0,0,0,2015-02-05 20:18:52 UTC,,563431080142077952,,RT @bethanyshondark: ICYMI My first post for the @jdforward on Mayim's inexcusable anti-vax stance. http://t.co/REnXdfv90X,0,1,0,35.104321,31.46494,
666web (666web),0,,,563434934606368768,1,en,,0,-3,0,2015-02-05 20:32:11 UTC,,,,when will anti-vaxx die http://t.co/IF0GYP2opB,0,0,0,,,
ATuteur (Amy Tuteur),0,,,563442026511732737,1,en,,0,0,0,2015-02-05 21:00:22 UTC,,563380326870024192,,"RT @TPark9: ""We have to confront anti-vax parents where they live — in their egos.""  http://t.co/cIfOtofpym",0,1,0,,,
Independent (The Independent),0,location,gb,563459565396557825,0,en,"London, United Kingdom",0,-2,0,2015-02-05 22:10:03 UTC,,,eng,"New winter flu vaccine given to millions barely works, according to public health officials http://t.co/xYTkwsCzcs http://t.co/6rzdMqnLVQ",1,0,0,-0.127144,51.506325,sw1a 2
ARMHoldingsInc (ARMHolding),0,,,563472256568143872,1,en,,0,0,0,2015-02-05 23:00:29 UTC,,,,"5 Historical Figures Who Dared To Be Pro-Vaccine Before Their Time http://t.co/sjTnpVP3XI #gameinsight, #android, #androidgames, #ipad, #…",1,0,0,,,
bentlightnvegas (Russell Davis),0,location,us,563474151382740994,1,en,"Las Vegas, Nv",0,0,0,2015-02-05 23:08:01 UTC,,,nv,Pediatricians reveal how they really feel about anti-vax parents. By @palmerbrian. http://t.co/14LCozwVHH via @slate,0,1,0,-115.139974,36.171915,89101
heybiologycoach (Biology Coach),0,location,us,563477434155417600,1,en,"East Coast, USA",1,2,0,2015-02-05 23:21:03 UTC,,563474249784901632,,"RT @LiveScience: Measles Outbreak, Measles Vaccine: Top Questions Answered http://t.co/CxGpHKkNub",1,0,0,-77.28376,35.990416,
Annahoward88 (Anna),0,location,us,563478357728567296,0,en,Chester,0,-4,0,2015-02-05 23:24:44 UTC,,563475950206464000,ar,"RT @guardian: Flu vaccine gives only ‘low protection’ in UK this winter, experts warn http://t.co/OD4zalyB9h",1,0,0,-94.176874,35.68104,72934
Katharine_Cox (Katharine Eva Cox),0,,,563478846646018048,0,en,,0,-3,0,2015-02-05 23:26:40 UTC,563444872947195904,,,Flu vaccine 'barely effective' against main viral strain - bad times @davidwaddington ... http://t.co/WRLWLU9tus,1,0,0,,,
badwolf303 (badwolf303),1,location,us,563479762925281281,1,en,Florida,1,-1,0,2015-02-05 23:30:19 UTC,,563457447248297985,fl,RT @Lisamcgonagle: #JennyMcCarthy built career on false autism #anti-vaccine hype. No comments on #measles outbreak though. http://t.co/QHc…,1,0,0,-83.832764,27.76102,
nickwherley (Nick Wherley),0,location,us,563482143608029184,1,en,Illinois,0,0,0,2015-02-05 23:39:46 UTC,,,il,@dan_bernstein Illinois allows non vax exemptions for religion or health. Let's start a letter campaign for only health. #VaccinateYourKids,0,1,0,-89.504093,39.739256,
qiqing (Jade Q Wang),0,location,us,563482796623032320,1,en,"San Francisco, CA",1,0,0,2015-02-05 23:42:22 UTC,,563426310081376256,ca,RT @glasser: Upset about measles in CA? Call your state legislators NOW to support bill to remove non-medical vaccine excuses http://t.co/w…,1,0,0,-122.419644,37.777125,94102
DrJenGunter (Jennifer Gunter),0,,,563498104645623808,1,en,,0,0,0,2015-02-06 00:43:12 UTC,,,,The only dark side of HPV vaccination is why reporters willingly ignore facts on safety? @TorontoStar,1,0,0,,,
cmtwx (Cyndl),0,location,us,563499600216985601,-1,en,Las Vegas NV,0,-1,0,2015-02-06 00:49:08 UTC,,,nv,@rockefellafilly @the_refusers Activist Post: Vaccine Inserts Say Recipients are Contagious for 28 Days (Video) - http://t.co/W8eKpntEXY,1,0,0,-115.139974,36.171915,89101
rachelpryzby (rachel pryzby),0,location,us,563502128665473025,-1,en,atlanta,0,0,0,2015-02-06 00:59:11 UTC,,563498104645623808,ga,RT @DrJenGunter: The only dark side of HPV vaccination is why reporters willingly ignore facts on safety? @TorontoStar,1,0,0,-84.391109,33.748315,30303
autumneffect (Shannon),0,,,563512005378592768,1,en,,0,-2,0,2015-02-06 01:38:26 UTC,,563401593635483648,,RT @LaurenDeStefano: what we really need is a vaccine against stupid,1,0,0,,,
NewsyNewsworld (newsworld),0,,,563513040789069824,-1,es,,0,0,0,2015-02-06 01:42:33 UTC,,,,"HPV Vaccine Gardasil Has a Dark Side, (Toronto) Star investigation finds via /r/worldnews http://t.co/yGnO4NVnBQ",0,0,0,,,
coolcoolinfo (Cool Cool Info),0,,,563514431129145345,0,en,,1,1,0,2015-02-06 01:48:04 UTC,,,,Lawmakers want tougher vaccine exemptions amid measles outbreak http://t.co/7DFwY8R9Cy,1,0,0,,,
sentolaoluwa (cent olaoluwa),0,,,563523251519778816,0,en,,0,-4,0,2015-02-06 02:23:07 UTC,,,,The number of deaths this winter is expected to be the worst for 15 years as the vaccination has no effect on the most common strain ...,1,0,0,,,
Criticalanglez (CA),0,,,563552866724356096,0,en,Between Agnostic and Atheist,0,0,0,2015-02-06 04:20:48 UTC,,,,"U.K. health officials say this winter's flu vaccine is ""barely effective."" https://t.co/jRimCqTueq http://t.co/7TgTv1pwEV",1,0,0,,,
NigeriaBook (NIGERIA NEWSFEED),0,location,ng,563555834391560193,1,en,NIGERIA,1,3,0,2015-02-06 04:32:35 UTC,,,,"U.S. Surgeon General Vivek Murthy Says Medical Marijuana Can Help, Measles Vaccine Is Safe… http://t.co/SMWzENOMlE http://t.co/LzMtA6ZufT",1,0,0,8.67425,9.08457,
mong82191 (Matt Mongillo),0,location,us,563559894838550528,1,en,"Wallingford, CT",0,1,0,2015-02-06 04:48:44 UTC,563559608367579136,,ct,@KierraMc1 Good grief. You should get the vaccine!,1,0,0,-72.818709,41.453626,06492
OldCrowNest (Old Crow),0,location,us,563576069404364800,1,en,Oregon,1,0,0,2015-02-06 05:53:00 UTC,,563566559927345152,or,RT @AFP: #INFOGRAPHIC Measles declared eradicated in the US in 2000 after a long vaccination campaign. Now it's back. http://t.co/bs7mA8jrwD,1,0,0,-120.514839,44.142891,
HuffPostGreen (HuffPost Green),0,location,us,563582895475159040,1,en,"New York, NY",0,0,0,2015-02-06 06:20:07 UTC,,,ny,"6 dangerous anti-vaccination arguments analyzed, explained, and shut down http://t.co/DTrMW4RzJM",1,0,0,-74.007124,40.71455,10007
jlms_qkw (Jenn),0,location,us,563586660533682177,0,en,"Salt Lake City, Utah",0,-2,0,2015-02-06 06:35:05 UTC,,,ut,What ingredient specifically scares you in the flu vaccine and why? http://t.co/BUmbdT1aX5 via @wordpressdotcom,1,0,0,-111.888229,40.759505,84111
rirytyrell (King RiRy),0,,,563589332108201986,1,en,,0,0,0,2015-02-06 06:45:42 UTC,,563582895475159040,,"RT @HuffPostGreen: 6 dangerous anti-vaccination arguments analyzed, explained, and shut down http://t.co/DTrMW4RzJM",1,0,0,,,
NOWinAutism (NOWin Autism),0,,,563600085896802304,-1,en,,0,-1,0,2015-02-06 07:28:26 UTC,,563599487630069760,,RT @VaxCalc: .@HillaryClinton's blue-sky claim missed a few clouds: gaps in vaccine safety science via @theIOM https://t.co/F0kXW1fTlR #CDC…,1,0,0,,,
RosemaryJacobs3 (Rosemary Jacobs),0,location,us,563603999325028352,1,en,"Atlanta, GA",0,-2,0,2015-02-06 07:43:59 UTC,,,ga,Vaccine Skeptics Find Unexpected Allies in Conservative GOP http://t.co/HMprooeVg5,1,0,0,-84.391109,33.748315,30303
lcdouthitt (Lee Crofton Douthitt),0,location,us,563693881657917441,1,en,Baltimore,0,2,0,2015-02-06 13:41:08 UTC,,563692775552454656,md,"RT @crampell: When it comes to vaccination, people trust anonymous online commenters as much as they trust doctors http://t.co/ZaFWtcGHoO #…",1,0,0,-76.609264,39.290585,21202
Oye_calee (*Scarlet* _ *Calee*),0,,,563697815390806016,0,es,νιινσ єη ιιηιïνιєηðα,0,0,0,2015-02-06 13:56:46 UTC,,,,(♥EudryLantiqua♥) A Look at Some Vaccine-Related Legislation in Several States: A look a... http://t.co/IectUoSinD (♥EudryLantiqua♥),0,0,0,,,
desmarkus (Darryl Desveaux),0,location,ca,563706185879011328,1,en,"Airdrie, AB (HT: Gimli, MB)",0,0,0,2015-02-06 14:30:02 UTC,,563694374027268097,mb,"RT @HuffPostScience: Six dangerous anti-vaccination arguments analyzed, explained, and shut down http://t.co/uuEC7H2Qi3",1,0,0,-96.994189,50.636865,r0c
BrianLehrer (Brian Lehrer Show),0,location,us,563724138121265152,1,en,"New York, NY",1,1,0,2015-02-06 15:41:22 UTC,,,ny,It's very hard as a Republican right now to be in favor of the gov't mandating anything. @USATMoore on the GOP positions on measles vax,0,1,0,-74.007124,40.71455,10007
NaijaWife (Naija Wife),0,,,563728170847703040,0,en,,1,0,1,2015-02-06 15:57:24 UTC,,,,"Do nigerian schools require measles,mumps,rubella vaccination? (MMR)",1,0,0,,,
UncleRuthless (Ruthless),0,,,563736979385229312,-1,en,off the grid and digging in   ,1,0,0,2015-02-06 16:32:24 UTC,,,,Evidence Emerges that Measles Outbreaks Are Deliberately Encouraged by Big Pharma to Ignite Vaccine Hysteria http://t.co/iaOlX6VYTr,1,0,0,,,
mgbpatt (Melissa B. Patterson),0,,,563739413499641856,1,en,,1,-4,0,2015-02-06 16:42:04 UTC,,563730614671912960,,"RT @AAPJournals: Before measles vaccine 450 people a year died of the disease, vaccine cut that over 99% #MeaslesTruth",1,0,0,,,
kim_serrahn (Kim Marie Serrahn),0,location,us,563744636640837632,1,en,"Rockwall, Texas",0,-1,0,2015-02-06 17:02:49 UTC,,,tx,Film Review: When There Was No Vaccine http://t.co/S6ruR9xRAO via @nationalmemo,1,0,0,-96.460764,32.931045,75087
CaringforKids (Caring for Kids),0,location,ca,563746514024292352,-1,en,Canada,0,0,0,2015-02-06 17:10:17 UTC,,,,MMR vaccine: Myths and facts: http://t.co/FxBtkQQSdd #measlestruth,1,0,0,-96.811451,62.395819,
professwoman (Professional Woman),0,location,us,563753737303236608,1,en,In A Woman's World,0,2,0,2015-02-06 17:38:59 UTC,,,ca,Vaccine Policies Save Money And Lives: This is the second part of a story on the cost of me... http://t.co/obCY8zPSod #professionalwoman,1,0,0,-122.457947,41.046227,96051
karenlubell (Karen Lubell),0,location,us,563758336727072769,1,en,"Norwich, VT",0,0,0,2015-02-06 17:57:16 UTC,563754425131761665,,vt,@David_Dobbs State of VT posts vax rates on the web.  Our elementary school in Norwich is 98%.  I was pleasantly surprised!,0,1,0,-72.308424,43.714335,05055
jjanetpospisil (jjanetpospisil),0,,,563768003850817536,1,en,,0,5,0,2015-02-06 18:35:41 UTC,,,,"The Anti-Vaccine Movement Should Be Ridiculed, Because Shame Works:  The best way to win a debate is to presen... http://t.co/KmSDPPzRUi",1,0,0,,,
Activate_UK (Activate),0,location,gb,563770132758278144,0,en,London,0,-2,0,2015-02-06 18:44:08 UTC,,,eng,Ok folks. Flu vaccine doesn’t work and long delays at A&amp;E. Any connection? #nhs  @David_Cameron  @conservatives @labour,1,0,0,-0.127144,51.506325,sw1a 2
Kaiyoto (Kaiyoto),0,location,us,563771949612941312,0,en,USA,0,1,0,2015-02-06 18:51:21 UTC,563771667772882944,,,@djkw418 I'm pretty sure I got that vaccination,1,0,0,-98.58,39.83,
marcylauren (Marcy McGowan),0,location,us,563773659131969537,1,en,Delaware,0,-3,0,2015-02-06 18:58:09 UTC,,563727938529800192,de,"RT @mcspocky: On #vaccines, #GOP nuts go too far even for #FoxNews http://t.co/Gro0VwU9kk #p2 #UniteBlue #LibCrib #Politics http://t.co/t9L…",1,0,0,-75.418766,39.145266,
UMichiganNews (Michigan News),0,location,us,563775370907111424,1,en,"Ann Arbor, Michigan",0,0,0,2015-02-06 19:04:57 UTC,,,mi,.@UM_SPH's Dr. Gary Freed on fighting the anti-vaccine movement in @NBCNews http://t.co/JBFuaaVZiu http://t.co/fMIeWAQWg2,1,0,0,-83.748479,42.281875,48104
adamchalmers (Adam Chalmers),0,location,us,563777153117220864,-1,en,Michigan (Go Blue!),1,0,0,2015-02-06 19:12:02 UTC,,,mi,Evidence that measles outbreaks are encouraged by Big Pharma to ignite vaccine hysteria http://t.co/cvc7NDswwK via @HealthRanger,1,0,0,-86.41843,44.94351,
JimmyBell27 (Jimmy Bell),0,location,us,563778416064086017,1,en,New York,0,-2,0,2015-02-06 19:17:03 UTC,,,ny,"The Anti-Vaccine Movement Should Be Ridiculed, Because Shame Works http://t.co/XXwddxPE11 #Technology #technews",1,0,0,-74.007124,40.71455,10007
Erin_A_Muyphr (Ben & Jerry's),0,location,us,563779527818489856,-1,en,Idaho,1,-3,0,2015-02-06 19:21:28 UTC,,563300443888308224,id,RT @FucoidanReviews: 15 Syrian children dead following UN measles vaccination campaign — RT News http://t.co/6oYr26BObt,1,0,0,-114.14328,45.494406,
MrSlightlyBlind (Robert K.),0,,,563787463500394496,1,en,,0,-4,0,2015-02-06 19:53:00 UTC,,563774177807589376,,"RT @Unclekage: I am going to develop a vaccine against stupid.  But then, the people who need it will refuse to get it.  #whydoIbother",1,0,0,,,
LeroyBoyette (Leroy Boyette),0,,,563789279436873729,0,en,,0,0,0,2015-02-06 20:00:13 UTC,,,,A Look At Some Vaccine-Related Legislation In Several States http://t.co/qTEmJrTSm2 @LeroyBoyette,1,0,0,,,
KomekoroKoa (Brittany Johnson),0,,,563792490206330880,1,en,,0,-2,0,2015-02-06 20:12:59 UTC,,,,Photo: dailykos: Sign the petition to your governor: Ban belief-based vaccination exemptions:... http://t.co/BqXquz8tFT,1,0,0,,,
SantaFeDenver (Santa Fe Denver),0,location,us,563806745764839425,1,en,"Denver, Colorado",0,-5,0,2015-02-06 21:09:37 UTC,,,co,Vaccine Skeptics Find Unexpected Allies In Conservative GOP http://t.co/D0FZAlc76x  DENVER (AP) – As vaccine skeptics fight laws that wou…,1,0,0,-104.992259,39.74001,80204
Rebel_Bill (Preston  S. Brooks),0,,,563807876964044800,-1,en,Occupied South Carolina,0,0,0,2015-02-06 21:14:07 UTC,563807179757469696,,,"@bacibobo1919 My son developed normally right up until two, and then went into a shell.  This was closely following his MMR vaccine.",1,0,0,,,
lbradley71 (Larry Bradley),0,location,us,563812321123119106,0,en,"Santa FE, New Mexico",0,-2,0,2015-02-06 21:31:47 UTC,563812230186430465,,nm,"@RepHanabusa   legislation” being the vaccine that immunizes. Question is, just how foolish are you?",1,0,0,-105.937406,35.691543,87501
TheShadowfury (Shadowfury),0,,,563828883468722176,0,en,127.0.0.1,1,0,0,2015-02-06 22:37:35 UTC,,,,UC will require measles vaccination for incoming students,1,0,0,,,
"smperle (Stephen M. Perle, DC)",0,location,us,563847227438026752,1,en,"Bridgeport, CT, USA",0,-4,0,2015-02-06 23:50:29 UTC,,563827103553314817,ct,RT @cult_cognition: Cultural conflict on climate change? Yes. On #vaccine risks? No. #scicomm #psychology http://t.co/3dymizTRjp,1,0,0,-73.191269,41.18188,06604
hpvonline (HPV NYC),0,location,us,563849945782820864,1,en,"New York, NY",0,3,0,2015-02-07 00:01:17 UTC,,,ny,http://t.co/uxBEnHrYmO HPV Vaccine Not As Popular As It Should Be: Some other forms of the virus can cause genita...  Call  (212) 644-6454,0,0,0,-74.007124,40.71455,10007
"MarkJMcGill (Mark McGill, RD)",0,location,ca,563867192757075968,1,en,"Ottawa, Ontario, Canada",0,-2,0,2015-02-07 01:09:49 UTC,,563853720610287616,on,RT @DrJenGunter: Toronto Star criticized over HPV vaccine story http://t.co/3OD9Lva4LE,1,0,0,-75.691184,45.42178,k1p
jackiearthur10 (Jackie Arthur),0,,,563877646069956609,1,en,"Newcastle,Peterborough,Muskoka",0,1,0,2015-02-07 01:51:21 UTC,,563874947110825985,,"RT @purlgurly: Last RT: There is a ""vaccine-free"" daycare in Ottawa. Yes, you read that right.",1,0,0,,,
HenryMakow (Henry Makow),0,,,563891091728912384,1,en,,1,-4,0,2015-02-07 02:44:47 UTC,,,,What's Behind Measles Vaccine Hysteria?  http://t.co/zGr18HaVSv Michael Hoffman examines this lucrative attack on public health.,1,0,0,,,
cheerthehero (always ),0,,,563897404010004481,-1,en,,1,0,0,2015-02-07 03:09:52 UTC,,,,"If Obama believes in vaccinations so strongly, why doesn't he insist that ALL immigrants be vaccinated before moving here? #Measles #tcot",1,0,0,,,
semigemi (Renn),0,,,563899360283332608,1,en,10° North of the Equator,1,0,0,2015-02-07 03:17:38 UTC,,563844161104015360,,"RT @MarkWaid: Anti-vaccine megachurch hit with measles epidemic, now offering free vaccinations http://t.co/2lFcZmfdxY via @dailykos",1,0,0,,,
FinallyInspired (Finally Inspired),0,location,ca,563907092210536448,-1,en,Canada,0,0,0,2015-02-07 03:48:22 UTC,,,,"HPV vaccine Gardasil has a dark side, Star investigation finds http://t.co/MhW3ylznhE via @torontostar Finally!!",1,0,0,-96.811451,62.395819,
Cam_Simes (Cam Simes),0,,,563913696746147840,0,en,,0,0,0,2015-02-07 04:14:36 UTC,,563314762982096896,,"RT @Fred_Delicious: ***TONIGHT ON CELEBRITY VACCINATION CLINIC - WE'VE GIVEN A KARDASHIAN SMALLPOX, BUT CAN THEY FIGURE OUT WHICH ONE BEFOR…",1,0,0,,,
raemd95 (raemd95),0,,,563916946597769216,-1,en,,0,1,0,2015-02-07 04:27:31 UTC,,,,@TheDailyEdge: GOP 2016 platform: - Vaccinations voluntary - Transvaginal ultrasounds mandatory #Freedom,1,0,0,,,
Fungtrans (fungtrans),0,location,us,563928426818465793,0,en,USA - Los Angeles,0,0,0,2015-02-07 05:13:08 UTC,,,ca,#California #Vaccine - California lawmakers seek to end 'personal belief' vaccine exemptions - Responding to… http://t.co/oS1ob81tRq #News,1,0,0,-118.241704,34.04842,90012
simpl_pure (Amy Powell),0,,,563939755675504640,1,en,,0,1,0,2015-02-07 05:58:09 UTC,,563887502113931264,,"RT @NVICLoeDown: ""Dumbed-down populations accept outrageous vaccine logic... ""  http://t.co/dOOSvh0II4",1,0,0,,,
DivvyCduol (DivvyCloud),0,location,us,563954445726142465,-1,en,Nebraska,1,-3,0,2015-02-07 06:56:32 UTC,,563300443888308224,ne,RT @FucoidanReviews: 15 Syrian children dead following UN measles vaccination campaign — RT News http://t.co/6oYr26BObt,1,0,0,-99.68095,41.500755,
